puma_id,metro,micro,_none
5501401,1,0,0
1702400,0,1,0
1703407,1,0,0
3100903,1,0,0
4501204,1,0,0
7200501,1,0,0
0400100,1,0,0
5159302,1,0,0
2900600,1,0,0
1901600,1,0,0
3401402,1,0,0
2500100,1,0,0
0400113,1,0,0
4400201,1,0,0
4805100,0.620689655172414,0,0.379310344827586
1202300,0.138888888888889,0.333333333333333,0.527777777777778
3603704,1,0,0
4100100,0,0.71875,0.28125
4703201,1,0,0
0101302,1,0,0
4805908,1,0,0
2800800,0,0.85,0.15
5311705,1,0,0
2901100,1,0,0
3603210,1,0,0
4001001,1,0,0
0606512,1,0,0
0603731,1,0,0
0800807,1,0,0
1210304,1,0,0
1802700,0.125,0.425,0.45
2101300,0.682926829268293,0,0.317073170731707
1209505,1,0,0
2300500,0,0,1
2601703,1,0,0
4804612,1,0,0
5600400,0.666666666666667,0,0.333333333333333
3703108,1,0,0
4806805,1,0,0
1701104,1,0,0
4805306,1,0,0
5151020,0.354166666666667,0,0.645833333333333
0501400,1,0,0
4600600,1,0,0
3703400,1,0,0
4801902,1,0,0
0607503,1,0,0
1201102,1,0,0
2600700,1,0,0
0606503,1,0,0
0603748,1,0,0
4806801,1,0,0
2902603,1,0,0
4804630,1,0,0
0610702,1,0,0
4804905,1,0,0
4802501,1,0,0
4702001,1,0,0
3901300,0,1,0
2503301,1,0,0
1800600,0,0.777777777777778,0.222222222222222
0611104,1,0,0
0800814,1,0,0
4001006,1,0,0
5400800,0.869565217391304,0.130434782608696,0
3900300,1,0,0
1801801,1,0,0
3400302,1,0,0
3702201,1,0,0
0400107,1,0,0
0400130,1,0,0
0102702,1,0,0
3700200,0,0.923076923076923,0.0769230769230769
3402103,1,0,0
4203202,1,0,0
5311507,1,0,0
2503602,1,0,0
3400904,1,0,0
3701802,1,0,0
4802302,1,0,0
4805913,1,0,0
4801800,0,1,0
0800812,1,0,0
2602600,1,0,0
5104101,1,0,0
4802301,1,0,0
2200800,0.6,0.233333333333333,0.166666666666667
3704300,1,0,0
1700104,0,0.692307692307692,0.307692307692308
0605913,1,0,0
4201807,1,0,0
0607901,1,0,0
4935003,1,0,0
4802305,1,0,0
2901808,1,0,0
1703601,1,0,0
0607506,1,0,0
3900906,1,0,0
4802600,0.147540983606557,0.344262295081967,0.508196721311475
3900910,1,0,0
4702504,1,0,0
0606513,1,0,0
0600104,1,0,0
0400116,1,0,0
1802500,1,0,0
2503304,1,0,0
2602901,1,0,0
1600701,1,0,0
3903200,1,0,0
2500300,1,0,0
3400602,1,0,0
3600701,1,0,0
3600905,1,0,0
4203104,1,0,0
5155002,1,0,0
2400801,1,0,0
1212703,1,0,0
0606511,1,0,0
1703107,1,0,0
3400901,1,0,0
1500306,1,0,0
2500504,1,0,0
5151110,1,0,0
1203103,1,0,0
2702300,0.206896551724138,0.793103448275862,0
4804638,1,0,0
1302800,0.424242424242424,0.272727272727273,0.303030303030303
0603715,1,0,0
4802316,1,0,0
0900902,1,0,0
2603203,1,0,0
3800200,0,0.25,0.75
0607322,1,0,0
3602702,1,0,0
4803801,1,0,0
0400118,1,0,0
1703202,1,0,0
3602002,1,0,0
3900905,1,0,0
4804400,1,0,0
2200400,1,0,0
4200802,1,0,0
1304003,1,0,0
1208618,1,0,0
0607701,1,0,0
3402201,1,0,0
1208603,1,0,0
1301800,0.159090909090909,0.363636363636364,0.477272727272727
4500900,1,0,0
3200412,1,0,0
4800800,0.604651162790698,0.186046511627907,0.209302325581395
4805500,0.351351351351351,0,0.648648648648649
2401400,1,0,0
4203401,1,0,0
1201106,1,0,0
3904105,1,0,0
2902400,0,0.344827586206897,0.655172413793103
0606508,1,0,0
1208101,1,0,0
1210700,0.291666666666667,0.708333333333333,0
1209903,1,0,0
2001303,1,0,0
3200300,0,0.782608695652174,0.217391304347826
3603802,1,0,0
1703309,1,0,0
4806200,0,0.705882352941176,0.294117647058824
5310901,1,0,0
4501600,0,0.869565217391304,0.130434782608696
3402101,1,0,0
3602701,0.314285714285714,0,0.685714285714286
4600200,0,0.166666666666667,0.833333333333334
4700800,0,0.538461538461538,0.461538461538462
0602500,1,0,0
3701204,1,0,0
3904111,1,0,0
4804607,1,0,0
2603002,1,0,0
4203209,1,0,0
2202100,1,0,0
4200600,1,0,0
5155001,1,0,0
0601305,1,0,0
0900905,1,0,0
5151044,1,0,0
2701503,1,0,0
5110701,1,0,0
4101317,1,0,0
3905401,1,0,0
1701701,1,0,0
1203106,1,0,0
0607101,1,0,0
3903600,0,0.592592592592593,0.407407407407407
4700500,1,0,0
1301001,1,0,0
0800822,1,0,0
2602908,1,0,0
0603764,1,0,0
3604101,1,0,0
0400120,1,0,0
0800900,0,0.357142857142857,0.642857142857143
3401502,1,0,0
4802200,0.413793103448276,0.586206896551724,0
0900500,0,1,0
0800801,1,0,0
2400804,1,0,0
3601205,1,0,0
5159304,1,0,0
4000800,1,0,0
0607501,1,0,0
2603201,1,0,0
5310902,1,0,0
2500507,1,0,0
4200702,1,0,0
1303005,1,0,0
4801100,0.72,0,0.28
3700100,0,0.393939393939394,0.606060606060606
2201000,0,0.703703703703704,0.296296296296296
2800400,0,0.454545454545455,0.545454545454545
1303400,1,0,0
3604114,1,0,0
3604010,1,0,0
5311611,1,0,0
0200102,1,0,0
3401205,1,0,0
5311701,1,0,0
0603763,1,0,0
3700400,0.269230769230769,0.5,0.230769230769231
1209100,1,0,0
3602100,0,0.583333333333333,0.416666666666667
2902602,1,0,0
3902300,0,0.818181818181818,0.181818181818182
1800500,1,0,0
5500102,1,0,0
1304500,1,0,0
4203204,1,0,0
4804611,1,0,0
1801003,1,0,0
1902200,0.142857142857143,0.685714285714286,0.171428571428571
4701602,1,0,0
4200102,1,0,0
0603724,1,0,0
1208613,1,0,0
0603766,1,0,0
1703005,1,0,0
3900903,1,0,0
4700200,0,0.48780487804878,0.51219512195122
5151097,0,0.927272727272727,0.0727272727272727
2400803,1,0,0
2601400,1,0,0
4703206,1,0,0
1306001,1,0,0
2202201,1,0,0
1212702,1,0,0
2500701,1,0,0
3603106,1,0,0
2600900,0,1,0
1703102,1,0,0
1901000,1,0,0
3604017,1,0,0
0102600,1,0,0
0608105,1,0,0
3604109,1,0,0
4203102,1,0,0
4500502,1,0,0
3900907,1,0,0
4703205,1,0,0
7200804,1,0,0
2001304,1,0,0
3905302,1,0,0
5310703,1,0,0
3400307,1,0,0
4957001,1,0,0
1302300,1,0,0
3400702,1,0,0
5151165,1,0,0
4702503,1,0,0
0607902,1,0,0
3901804,1,0,0
4800900,1,0,0
7200602,1,0,0
1207102,1,0,0
4804628,1,0,0
0607505,1,0,0
3400701,1,0,0
0600106,1,0,0
1302400,1,0,0
4200500,0.418604651162791,0,0.581395348837209
1202102,1,0,0
3704600,1,0,0
0500400,0,0.242424242424242,0.757575757575758
5311502,1,0,0
0607317,1,0,0
0101000,0,0.523809523809524,0.476190476190476
4202401,1,0,0
0200300,0.513513513513513,0.27027027027027,0.216216216216216
5159306,1,0,0
0900901,1,0,0
4806804,1,0,0
3100100,0,0.351351351351351,0.648648648648649
4203402,1,0,0
2001301,1,0,0
5151145,0.837209302325581,0,0.162790697674419
3500400,0,0.62962962962963,0.37037037037037
0101301,1,0,0
0605907,1,0,0
3200401,1,0,0
3705300,0.75,0,0.25
1300401,1,0,0
5510000,1,0,0
4804613,1,0,0
4101318,1,0,0
2601900,1,0,0
1803100,0.461538461538462,0,0.538461538461539
5311505,1,0,0
4802900,1,0,0
0605904,1,0,0
4500700,0.451612903225806,0.225806451612903,0.32258064516129
1210900,1,0,0
5151010,0.113207547169811,0.509433962264151,0.377358490566038
3400905,1,0,0
4203002,1,0,0
3401401,1,0,0
2700600,0.675675675675676,0,0.324324324324324
4203501,1,0,0
0608507,1,0,0
1703106,1,0,0
3601400,1,0,0
4203210,1,0,0
3905600,1,0,0
1600500,1,0,0
1300300,0.37037037037037,0.444444444444444,0.185185185185185
3200411,1,0,0
4804635,1,0,0
2901804,1,0,0
3604007,1,0,0
1203500,1,0,0
3400305,1,0,0
3701301,1,0,0
7200803,1,0,0
4804301,1,0,0
2400805,1,0,0
3603803,1,0,0
4949003,1,0,0
1703528,1,0,0
4201300,0,0.380952380952381,0.619047619047619
0603702,1,0,0
1303003,1,0,0
0804102,1,0,0
3000600,0.176470588235294,0,0.823529411764706
0605903,1,0,0
3501200,0,1,0
5400700,0.933333333333333,0,0.0666666666666667
2701502,1,0,0
5110703,1,0,0
4202200,0.739130434782609,0.260869565217391,0
2500508,1,0,0
2900500,1,0,0
0400122,1,0,0
4806702,1,0,0
4804903,1,0,0
0601500,0,0.390243902439024,0.609756097560976
4101316,1,0,0
2601802,1,0,0
3901700,1,0,0
4701603,1,0,0
1900400,0.210526315789474,0,0.789473684210526
1000200,1,0,0
4500501,1,0,0
0101600,1,0,0
1304002,1,0,0
1800200,1,0,0
4803304,1,0,0
4203103,1,0,0
3705003,1,0,0
1304000,1,0,0
2504500,1,0,0
2603300,1,0,0
1000101,1,0,0
0101305,1,0,0
2701900,0.114285714285714,0.542857142857143,0.342857142857143
1500100,0.685185185185185,0.314814814814815,0
1701105,1,0,0
3900600,0.535714285714286,0.464285714285714,0
4203001,1,0,0
0601903,1,0,0
2101901,1,0,0
5151125,0.204081632653061,0,0.795918367346939
0900900,1,0,0
1303300,1,0,0
2900901,1,0,0
5151164,1,0,0
4803305,1,0,0
7200101,1,0,0
5500103,1,0,0
0603761,1,0,0
5310701,1,0,0
3200407,1,0,0
1803300,1,0,0
0500100,1,0,0
5311607,1,0,0
1802600,0.0645161290322581,0.774193548387097,0.161290322580645
2300600,1,0,0
0603723,1,0,0
3600703,1,0,0
3703600,1,0,0
1600800,1,0,0
3603306,1,0,0
4203601,1,0,0
4203304,1,0,0
4501101,1,0,0
4804200,1,0,0
4804504,1,0,0
3600906,1,0,0
3000300,0,0.641025641025641,0.358974358974359
0501000,1,0,0
1600200,1,0,0
2000604,1,0,0
2201600,1,0,0
3400306,1,0,0
4804902,1,0,0
0602904,1,0,0
4935007,1,0,0
1303900,1,0,0
3500600,1,0,0
4802002,1,0,0
1304006,1,0,0
3601801,1,0,0
2001500,0,0.744186046511628,0.255813953488372
0800811,1,0,0
2501901,1,0,0
4101302,1,0,0
1211704,1,0,0
4804617,1,0,0
5311506,1,0,0
7201001,1,0,0
4806807,1,0,0
3603107,1,0,0
0605905,1,0,0
1302700,1,0,0
3401203,1,0,0
0602902,1,0,0
4802512,1,0,0
3601300,0.576923076923077,0,0.423076923076923
5311402,1,0,0
4203105,1,0,0
1200901,1,0,0
2102500,1,0,0
1500305,1,0,0
5151206,1,0,0
3603902,1,0,0
3602202,1,0,0
5540101,1,0,0
1500308,1,0,0
0606711,1,0,0
1702901,1,0,0
0608301,1,0,0
3604005,1,0,0
4804502,1,0,0
3904107,1,0,0
1702200,0.604166666666667,0.208333333333333,0.1875
2400802,1,0,0
3905506,1,0,0
2100800,0,0.653846153846154,0.346153846153846
4702003,1,0,0
1000103,1,0,0
4000601,1,0,0
0400112,1,0,0
4806603,1,0,0
4600300,0,0.414634146341463,0.585365853658537
1802303,1,0,0
3603207,1,0,0
3701201,1,0,0
3904110,1,0,0
4001400,0,0.851851851851852,0.148148148148148
1300700,0.151515151515152,0.424242424242424,0.424242424242424
3603810,1,0,0
4805301,1,0,0
3900100,0,0.3,0.7
3603212,1,0,0
1208303,1,0,0
3401501,1,0,0
2201800,0.645161290322581,0.354838709677419,0
3604104,1,0,0
7200302,1,0,0
3401902,1,0,0
4101324,1,0,0
1500200,0,1,0
3704900,0,0.136363636363636,0.863636363636364
2700400,0.761904761904762,0,0.238095238095238
4803303,1,0,0
1800102,1,0,0
4203203,1,0,0
0603725,1,0,0
4802511,1,0,0
1703414,1,0,0
2500503,1,0,0
5541001,1,0,0
2603202,1,0,0
5500200,1,0,0
5310502,1,0,0
0606103,1,0,0
0100400,0,0.44,0.56
4500102,1,0,0
0603734,1,0,0
1208602,1,0,0
1902100,0.645161290322581,0,0.354838709677419
2800500,0,0.806451612903226,0.193548387096774
1701300,1,0,0
2504301,1,0,0
5501600,1,0,0
0603716,1,0,0
4202901,1,0,0
4805202,1,0,0
5310100,1,0,0
0602905,1,0,0
4806701,1,0,0
3903800,1,0,0
2503400,1,0,0
0609503,1,0,0
0605917,1,0,0
2400504,1,0,0
4701900,0.705882352941177,0.294117647058824,0
1209906,1,0,0
0200400,0,0,1
1800402,1,0,0
0101800,0.290322580645161,0.387096774193548,0.32258064516129
1802306,1,0,0
2601801,1,0,0
0800802,1,0,0
5159301,1,0,0
2401600,1,0,0
1303101,1,0,0
3601600,0,1,0
3601202,1,0,0
1300402,1,0,0
3601802,1,0,0
4101301,1,0,0
3401102,1,0,0
2101500,1,0,0
2603209,1,0,0
0603752,1,0,0
1900800,0.15625,0.6875,0.15625
1100102,1,0,0
3401404,1,0,0
4802309,1,0,0
4805800,1,0,0
5311504,1,0,0
4100703,1,0,0
4500602,1,0,0
0900306,1,0,0
4935009,1,0,0
2901807,1,0,0
7200502,1,0,0
2800700,0,0.46875,0.53125
3100801,1,0,0
0400204,1,0,0
1703421,1,0,0
4201501,0.125,0.875,0
4201805,1,0,0
1802400,1,0,0
4600500,0.757575757575758,0.242424242424242,0
1301008,1,0,0
0400102,1,0,0
5311000,0.178571428571429,0.714285714285714,0.107142857142857
0102500,0.708333333333333,0.291666666666667,0
1703527,1,0,0
1701900,1,0,0
7201102,1,0,0
2201300,0.619047619047619,0.380952380952381,0
5104102,1,0,0
2701401,1,0,0
1000102,1,0,0
5101302,1,0,0
0800200,0,0.92,0.08
4203503,1,0,0
0101200,1,0,0
1703524,1,0,0
1210306,1,0,0
3604016,1,0,0
0605911,1,0,0
4804503,1,0,0
0400807,1,0,0
1212701,1,0,0
2801600,0,0.707317073170732,0.292682926829268
0603705,1,0,0
2100500,1,0,0
3500300,0,0.962962962962963,0.037037037037037
4203207,1,0,0
2400602,1,0,0
2603005,1,0,0
0400803,1,0,0
0606502,1,0,0
1100101,1,0,0
3603707,1,0,0
2504903,1,0,0
0601302,1,0,0
3401403,1,0,0
0101304,1,0,0
1703422,1,0,0
2401103,1,0,0
4805906,1,0,0
1210308,1,0,0
4800200,1,0,0
5311615,1,0,0
1700900,0.617021276595745,0,0.382978723404255
3000500,0.135135135135135,0.594594594594595,0.27027027027027
5310600,0.259259259259259,0.555555555555556,0.185185185185185
1203102,1,0,0
0608512,1,0,0
4201502,1,0,0
0605910,1,0,0
2503500,1,0,0
0100301,1,0,0
3601207,1,0,0
3902000,0,1,0
2100200,0,0.466666666666667,0.533333333333333
4000200,0.391304347826087,0.391304347826087,0.217391304347826
4801901,1,0,0
0100600,1,0,0
3604018,1,0,0
1701500,1,0,0
5500900,1,0,0
2701301,1,0,0
0600102,1,0,0
1201110,1,0,0
2902601,1,0,0
1303500,0,0.481481481481481,0.518518518518518
3500805,1,0,0
4001002,1,0,0
1304600,1,0,0
4001302,0.421052631578947,0.421052631578947,0.157894736842105
5159309,1,0,0
4202701,1,0,0
4703204,1,0,0
1601200,1,0,0
1303001,1,0,0
